id,sentence,M,R,S,W
1599_18, 如 有 人 不可 貌相 那 應該 也 會 有 食物 不可 貌相 。,1,0,0,0
1599_19, 這 個 新版 的 諺語 ， 可以 來 形容 臭豆腐 及 滷味 等 食物 吧 。,0,0,1,0
1599_22, 滷蛋 ， 甜不辣 ， 高麗菜 ， 等 菜名 一起 滷 過後 ， 味道 雖 有 中藥 ， 但是 嗯 ， 不錯 吃 。,0,0,1,0
1599_23, 尤其 是 加 辣椒 後 。,0,0,1,0
1601_0, 我 是 來自 泰國 ， 所以 我 的 胃口 有點 重 。,0,1,1,0
1601_2, 好像 我 家 是 泰國 華僑 ， 在 家 裡 也 是 做 中國 菜 ， 因為 很 好吃 。,0,0,1,0
1601_3, 可是 我 來 台灣 ， 還是 吃不慣 台灣 菜 ， 可能 是 味道 有點 淡淡 ！,1,0,1,0
1601_5, 真 受不了 ， 可是 過 了 一 段 時間 ， 我 會 入境 隨俗 現在 變成 看到 臭豆腐 會 非 買 不 可 了 ， 還 有 在 便利商店 賣 的 茶葉蛋 我 覺得 是 台灣 的 特色 ， 因為 不管 進去 哪 一 家 便利商店 ， 一定 會 先 聞到 的 ， 真的 很 有意思 ！,0,1,1,0
1601_6, 泰國 菜 跟 中國 菜 差 很多 ， 泰國 菜 是 有 酸 、 辣 ， 也 有 重 口味 ， 做法 也 有點 麻煩 ， 要 用 很多 材料 ， 做起來 讓 全 世界 都 忘不了 泰國 菜 ， 現在 全 世界 有 大概 八千多 家 泰國 餐廳 ， 真 了不起 嗎 ？,0,1,1,0
1601_7, 那 意思 是 有 很多 人 喜歡 吃重 口味 ， 可是 中國 菜 也 不錯 嘍 ！,0,1,0,0
1601_8, 雖然 味道 有點 淡 ， 可是 也 很 好吃 的 ， 在 全 世界 也 有 很多 中國 餐廳 ， 所以 不管 是 中國 菜 或是 泰國 菜 ， 能 讓 我們 吃 得 飽 、 生活 過 得 很 快樂 ， 就算 是 人生 的 一 命 了 ！,1,0,1,0
1602_1, 主因 是 ， 對 我 來說 ， 每 個 中國 菜 太 油膩 。,1,0,0,0
1602_6, 因為 從 小時候 我 常常 吃 的 日本 菜 ， 大部分 的 味道 是 很 清淡 的 、 即 是 不 太 油膩 的 。,0,1,0,0
1602_7, 而且 我 的 老家 沒有 吃 那麼多 的 肉 ， 因 我 家 在 海 的 附近 ， 而 我 很 習慣 吃 更多 魚 ， 可 是 中國 菜 用 各 種 各 樣 的 肉 。,0,0,1,0
1602_8, 再 加上 ， 我 不 知道 為什麼 煮 蔬菜 後 把 油醬 放 在 菜 的 上面 ， 好像 蔬菜 的 本來 的 味道 都 消失 。,1,0,1,0
1605_0, 雖然 我 聽 過 很多 人 吃不 慣 中國 菜 ， 我 喜歡 中國 菜 。,1,0,0,0
1605_2, 這 個 理由 是 我 本來 喜歡 ＱＱ 的 感覺 像 小籠包 ， 水蒸包 等等 。,1,1,1,0
1605_3, 只 寫起來 會 餓 得 不得了 。,1,0,0,0
1605_5, 我 剛 知道 臭豆腐 不 敢 吃 ， 但是 我 朋友 介紹 好吃 的 店 。,1,0,0,0
1605_6, 我 吃 那 個 豆腐 的 時候 感動 了 。,1,0,0,0
1605_7, 那 個 味道 確定 臭 是 臭 ， 倒是 很 好吃 。,0,0,1,0
1605_10, 我 中國 菜 的 印象 是 太 油 。,1,0,0,0
1605_11, 大部分 的 東西 是 用 油 ， 而 容易 吃膩 。,1,0,0,0
1605_13, 而且 對 我 來說 不 夠 鹹 。,1,0,0,0
1605_15, 我 來 台灣 以後 ， 發現 我 國 家菜 的 種類 比較 豐富 。,0,0,0,1
1605_16, 我 的 國家 的 料理 的 辦法 很多 。,0,0,1,0
1605_21, 這 個 情形 引起 不 專心 上課 的 孩子 。,0,1,1,1
1605_22, 可是 我 覺得 如果 有 台灣 的 早餐 ， 他們 一定 吃 早餐 ！,1,0,0,0
1607_0, 我 媽媽 是 中國人 ， 在 台灣 長大 了 ， 然後 移民到 美國 。,0,1,0,0
1607_1, 小 的 時候 我們 家 每 一 個 星期 去 中國 餐廳 吃飯 ， 或者 我 媽 做 她 老家 的 菜 ， 所以 我 慣 吃 中國 菜 。,1,0,1,0
1607_2, 美國 每 一 個 地區 都 有 中國 餐廳 ， 但是 一般 的 菜類 是 從 湖南 ， 四川 或 廣東 來 的 。,0,1,0,0
1607_3, 因此 對 南方 菜類 （ 包含 杭州 ， 上海 ， 四川 ， 湖南 ， 廣東菜 ） 我 很 熟 ， 可是 其他 的 地區 我 很少 吃 過 。,1,1,0,1
1607_5, 第一 、 它 是 我 長大 的 時候 吃 的 習慣 。,0,0,1,1
1607_6, 第二 、 不管 我 還 沒 吃 很多 中國 地區 的 菜類 ， 我 覺得 我 吃 過 的 都 很 不 一樣 ， 它們 的 香料 很 豐富 ， 也 有 不同 的 口感 。,1,1,1,0
1607_7, 去年 我 好朋友 去 成都 學 做 四川菜 ， 然後 他 回來 就 準備 一 個 大 的 晚飯 給 我們 吃 。,1,0,1,0
1607_10, 它 的 口感 是 很 ＱＱ 的 ， 但是 因為 四川 胡椒 很 麻 ， 所以 我 的 舌頭 沒有 甚麼 感覺 ！,0,1,0,0
1607_11, 我 自己 不 太 喜歡 吃 很 辣 的 菜 ， 可是 四川 胡椒 的 麻 很 強 ， 我 會 受得了 這麼 辣 的 菜 ！,0,1,0,0
1607_17, 美國 菜 平常 不 太 辣 ， 而 有點 甜 ， 可是 中國 菜 經常 有點 鹹 ， 而 不 太 甜 。,0,0,1,0
1609_8, 以前 ， 我 有 來 台灣 過 一 次 。,0,1,0,0
1609_10, 我 還 不會 忘記 那 時候 的 味道 。,0,0,1,0
1609_11, 因為 我 是 韓國人 ， 從來 沒 吃 香菜 。,1,0,0,0
1609_18, 以後 ， 我 繼續 練習 過 吃 香菜 了 。,0,1,0,0
1610_2, 也許 韓國 的 中國 餐廳 為 韓國人 變化 自己 的 口味 。,0,0,1,0
1610_3, 我 現在 覺得 來到 台灣 ， 我 就 可以 吃 了 真的 中國 菜 。,0,0,0,1
1610_4, 對 我 來說 ， 有的 中國 菜 是 很 喜歡 的 ， 有的 是 不 喜歡 的 。,1,0,0,0
1610_5, 先 ， 我 想說 我 為什麼 喜歡 有的 中國 菜 。,0,0,1,0
1610_6, 因為 我 很 喜歡 辣 的 味道 ， 所以 我 喜歡 的 中國 菜 是 全部 很 辣 的 ， 像 宮保 雞丁 ， 麻婆 豆腐 ， 什麼 的 。,0,0,0,1
1610_12, 我 不 敢 吃 這樣 的 菜 。,1,0,0,0
1610_13, 中國 菜 跟 韓國 菜 比較 的話 ， 我 會 發現 幾 個 不 一樣 的 。,1,0,0,0
1610_16, 但是 做 韓國 菜 的 時候 ， 因為 我們 最 普遍 的 菜 是 燙 我們 沒有 那麼 很多 的 炸 的 菜 。,0,1,0,0
1610_19, 所以 我 去 中國 餐廳 的 時候 ， 會 享受 更多 的 中國 菜 。,0,0,1,0
1613_2, 中國 菜 到處 都 有 ， 我 想 不 多 人 還 沒 吃 過 。,0,0,1,0
1613_3, 所以 呢 ， 對 我 來 說 ， 這 種 的 人 吃 不 慣 中國 菜 不 是 奇怪 ， 就 可能 有 舌頭 的 大 問題 。,0,0,1,1
1613_4, 自從 我 出生 的 時候 ， 我 差不多 每 天 在 家 裡 都 吃 中國 菜 。,1,0,0,0
1613_7, 我 特別 喜歡 去 飲茶 吃 點心 。,1,0,0,0
1613_9, 我 覺得 我 還 沒 吃 過 中國 菜 最 特別 的 菜 ， 可是 有些 人 覺得 鳳爪 、 臭豆腐 等等 是 特別 的 菜 。,1,1,0,0
1613_10, 我 都 吃 過 以上 這 兩 個 菜 ， 可是 很 久 沒 吃 ， 我 都 已經 忘 了 它們 的 味道 。,1,0,1,0
1613_11, 在 我 的 國家 ， 我 覺得 中國 菜 都 是 算 普通 的 ， 沒有 甚麼 特別性 。,1,0,0,1
1613_12, 我國 也 有 很多 西方 菜 ， 那 如果 我 拿 中國 菜 跟 西方 菜 來 比 一 比 ， 中國 菜 跟 西方 菜 不 一樣 的 方面 ， 就 可能 是 在 味道 的 方面 。,0,1,0,1
1614_16, 想到 羹 此 辭 就 足以 令 人 垂涎三尺 ， 並 想 大吃 一 番 。,0,0,1,0
1615_0, 雖然 我 是 個 外國人 ， 但 對 中國 菜 來 說 我 非常 喜歡 吃 ， 因 我 覺得 中國 菜 具有 自己 的 特色 和 風格 ， 也 是 中國 傳統 其中 的 代表性 。,0,1,1,0
1615_1, 我們 學 中文 也 有 不少 的 ， 可以 以 中國 菜 的 知識 能 更 深入 的 了解 了 中國 文化 。,1,1,0,0
1615_2, 我 吃 過 最 特別 的 中國 菜 就是 臭豆腐 ， 換句話來 說 ， 應該 說 是 台灣 的 特色 ， 之前 我 只 聽說 過 臭豆腐 很 臭 ， 可是 非常 好吃 ， 那 時候 只 能 帶 著 好奇 的 心 ， 為甚麼 說 臭豆 腐臭 ， 而 又 說 臭豆腐 好吃 呢 ！,0,1,0,0
1618_1, 對於 華人 來 說 中國 菜 不 就是 炒 菜 、 有 肉 、 有 湯 、 有 飯 或 麵類 。,0,0,1,0
1618_2, 這 是 一 個 很 完整 的 中國 菜餐 。,0,0,1,0
1618_3, 很多 餐廳 都 會 提供 一 套 一 套 的 菜餐 。,0,0,1,0
1618_4, 也 有 很多 餐店 會 提供 點餐 的 服務 ， 看 客人 想要 有 怎麼樣 的 搭配法 。,0,0,1,0
1618_7, 中國 菜 的 味道 跟 我 國家 的 菜 比起來 會 比較 淡 ， 口味 也 會 走 比較 鹹 。,0,1,0,0
1618_10, 中國人 會 比較 注重 養生 及 健康 ， 所以 吃 的 東西 會 比較 注重 有 補到 身體 的 效用 。,0,1,0,0
1618_12, 我 曾經 有 吃 過 比較 特別 的 中國 菜 ， 我 忘記 了 叫 什麼 了 。,0,1,0,0
1618_13, 他 就是 雞蛋 ， 蛋殼 內 是 有 要 變成 雞 的 蛋 。,0,0,1,0
1618_14, 所以 當 你 把 殼 打開 之後 ， 裡面 會 有 看到 蛋 也 有 會 有 變成 雞 的 小 雞 。,0,1,1,0
1621_4, 味道 有點 重 ， 而且 辣辣 的 ， 因為 我 吃 了 中 辣 。,1,0,0,0
1621_5, 牛肉麵 在 韓國 沒有 ， 我 回國 的話 ， 這 個 菜 真的 很 想念 。,0,0,0,1
1621_8, 我 的 學校 附近 有 臭豆腐 餐廳 ， 我 過去 那邊 的 時候 ， 臭臭 的 香 讓 我 受不了 。,0,0,1,0
1621_10, 所以 我 吃 了 ， 可是 我 想 的 都 不 一樣 ， 真的 很 好吃 ， 吃 的 時候 沒有 臭臭 的 香 。,1,0,1,0
1621_11, 那 時候 我 了 解 了 為甚麼 中國人 吃 臭豆腐 ， 為甚麼 說 臭豆 很 好吃 。,0,0,1,0
1621_12, 韓國 菜 大部分 辣 ， 可是 中國 菜 大部分 菜 裡面 有 油 ， 我 覺得 有點兒 油膩 。,1,0,0,0
1621_13, 韓國人 很 喜歡 辣 的 東西 ， 代表 是 韓國 泡菜 ， 別的 國家 的 人 也 都 知道 韓國人 喜歡 辣 的 。,1,0,0,0
1621_14, 我 覺得 韓國 菜 跟 中國 菜 都 是 味道 很 重 。,0,1,0,1
1622_0, 各有千秋 ， 中國 和 台灣 都 與 他們 做 的 菜 。,0,0,1,0
1622_1, 每 個 省 有 自己 的 特殊 。,0,0,1,0
1622_2, 我 喜愛 中國 菜 ， 特別 是 上海 方式 和 四川 方式 。,0,0,1,0
1622_6, 他們 真 了 解 吃飯 是 一 個 全面 的 經驗 不 只 是 用 味覺 ， 也 是 用 視覺 等等 。,0,0,1,0
1622_11, 因為 我 自己 是 吃素 的 ， 我 很 快 地 習慣 中國 菜 。,1,0,0,0
1622_12, 你們 蔬菜 的 種類 比 歐洲 多 ， 真 適應 我 。,0,0,1,0
1622_13, 我 最 特別 吃 的 菜 就 是 臭豆腐 。,1,1,0,0
1622_14, 我 最 喜歡 吃 的 炸 的 ， 吃 跟 大蒜 在一起 。,0,1,0,1
1622_15, 味道 是 不能 描寫 ， 我 不 敢 常常 吃 ， 因為 老師 提醒 我們 現代 路 邊 賣 的 很 可能 是 人工 的 ， 不 是 自然 做 的 。,1,1,0,0
1622_17, 歐洲人 一定 要 從 中國 來 學 。,0,0,1,0
1623_1, 從小 就 喜歡 吃 中國 菜 。,1,0,0,0
1623_9, 日本 也 有 跟 臭豆腐 類似 的 ， 臭 可是 有些 人 愛上 的 ， 就 是 納 豆 。,0,0,1,0
1623_18, 我 的 對 中國 菜 的 印象 是 用 中國鍋 炒 一 、 兩 分鐘 就 做完 一 道 菜 ， 速度 非常 快 。,1,1,0,0
1623_20, 中國 那麼 大 ， 而且 每 個 省 有 自己 獨特 的 菜 。,1,0,0,0
1623_22, 難不 怪 世界 三 大 料理 之 一 ， 世界 上 許多 人 愛上 中國 菜 。,1,0,1,0
1627_1, 所以 中國 菜 在 西方 的 國家 沒有 一 個 很 好 的 印象 。,1,0,0,0
1627_4, 因為 我 認為 雖然 中國人 吃 很多 青菜 ， 他們 弄得 太 油膩 ， 對 身體 不 太 好 。,1,0,0,0
1627_6, 而且 既然 我 在 西方 的 國家 出生 ， 我 不用說 西方 的 菜 比較 適合 我 的 口味 。,0,1,0,0
1627_9, 當 我 逛 夜市 的 時候 ， 如果 聞到 臭豆腐 的 味道 不會 讓 我 回味 無窮 ， 所以 看 得 出 這 台灣 傳統 的 食物 不 太 適合 我 的 口味 。,1,0,1,0
1627_10, 另外 一 個 就 是 雞腳 ， 我 連 該 怎麼 吃 也 不 知道 。,0,0,1,0
1627_12, 那 怪 我 的 中文 還 沒 進步 。,0,0,1,0
1627_15, 剛好 跟 我 國家 是 相反 。,0,1,0,0
1627_17, 雖然 我 台灣 沒 多久 我 已經 習慣 了 這裡 的 口味 了 。,1,0,0,0
1627_18, 就 是 一 回 生 二 回 熟 。,0,0,1,0
1629_1, 可是 我 來 台灣 以後 ， 越來越 吃慣 ， 現在 喜歡 了 。,1,0,1,0
1629_5, 倒是 中國 菜 原來 用 很多 油 。,1,0,0,0
1629_6, 可是 這 個 油 就 是 好吃 的 理由 。,0,0,1,0
1629_11, 我 在 台灣 已經 吃 過 很多 餐廳 的 水餃 ， 要 看 餐廳 ， 各 有 各 的 味道 。,1,0,0,0
1629_12, 裡面 肉 的 味道 也 重要 ， 不過 我 發現 了 皮 的 味道 也 是 很 重要 的 部分 。,1,1,0,0
1629_13, 好吃 餐廳 的 水餃 ， 連 皮 也 真 好吃 。,1,0,1,0
1629_14, 我 真 不 知道 為什麼 要 看 餐廳 ， 味道 有 那麼 差 。,0,1,1,0
1629_15, 我 聽 中國人 說 ， 在 中國 在 家 做 水餃 的 時候 連 裡面 的 肉帶皮 都 手工 做 。,1,0,1,0
1629_16, 我 很 有 興趣 那 個 皮 怎麼 做 。,1,0,0,1
1630_1, 它 的 味道 就 是 在 我 一輩子 中 沒有 嚐到 的 、 難以 形容 的 滋味 。,0,0,1,0
1630_5, 我 還 記得 當時 我 拿出 不少 的 勇氣 來 挑戰 這 具有 中國 菜 代表性 的 一 道 菜 。,0,0,1,0
1630_8, 不過 、 好像 吃 東西 的 喜好 的 問題 的 很 大 的 原因 是 在於 習慣 。,0,1,1,0
1630_9, 一 吃慣 了 中國 菜 、 我 就 喜歡上 它 的 截然不同 的 美味 了 。,0,0,1,0
1630_12, 而且 、 吃完 了 之後 也 有 飽滿感 、 這 就 是 讓 人 覺得 吃 中國 菜 最 開心 的 部分 。,0,0,1,0
1631_0, 因為 我 在 個 中國 家庭 長大 ， 我 從小 就 習慣 吃 中國 菜 。,1,0,0,0
1631_1, 但是 ， 我 很 小 就 搬到 美國 ， 小 的 時候 想要 跟 別的 同學 一樣 ， 最 喜歡 去 餐廳 吃 漢堡 和 可樂 。,1,0,0,0
1631_3, 當時 ， 有 這 個 難得 機會 ， 還 會 讓 我 垂涎三尺 。,1,0,1,0
1631_4, 要 等到 我 去 讀 大學 住舍 ， 每 天 吃 這些 沒 營養 的 食物 ， 我 才 懂得 欣賞 家 裡 的 青菜 。,1,0,1,0
1631_7, 媽媽 想 了 很多 辦法 ， 終於 想出 一 個 答案 ： 她 給 我 青江菜 的 種子 ， 叫 我 拿去 後 院子 種 。,0,0,1,0
1631_9, 我 現在 還 記得 十二 歲 那 一 年 是 我 第一 次 自願 地 吃完 裡面 的 青菜 。,1,0,0,0
1631_12, 我們 選 的 最 好 的 牛 骨頭 、 加 薑 、 洋蔥 、 豆瓣醬 ； 也 選 了 最 漂亮 的 番茄 、 紅蘿蔔 、 蔥 ， 所以 看 得 很 順眼 。,0,0,1,0
1631_13, 要 等 兩三 個 小時 讓 它 煮好 了 才 能 吃 ， 自己 煮 的 牛肉麵 是 最 好吃 的 ，,1,0,0,0
1632_0, 我 大概 四 年 之前 ， 讀 高中 的 時候 去 過 北京 。,1,0,0,0
1632_2, 那 時候 我 當然 吃 過 很多 東西 ， 可是 我 那 時候 覺得 中國 菜 沒有 那麼 好吃 的 。,0,1,0,0
1632_3, 因為 我 覺得 中國 菜 裡 香料 太多 ， 味道 太 強 ， 而且 菜 裡 油 也 很多 吃起來 非常 膩 。,0,0,1,0
1632_4, 還 有 我 去 王府井 的 時候 看過 很多 奇怪 的 菜 ， 比如 大 蟑螂串 ， 什麼 昆蟲串 等 ， 受到 很 大 的 衝擊 了 。,0,0,0,1
1632_5, 那 時候 我 吃 了 北京 烤鴨 ， 雖然 我 在 飯床 上 看 了 一 個 鴨 的 頭 ， 大吃一驚 ， 可是 我 吃 了 以後 覺得 很 好吃 。,0,1,1,0
1632_6, 去 北京 之前 我 常常 聽說 北京 最 有名 的 菜 就 是 北京 烤鴨 ， 所以 那 時候 我 很 期待 吃 北京 烤鴨 。,0,0,1,0
1632_7, 我 覺得 北京 烤鴨 吃起來 感覺 軟軟 ， 淡白 ， 很 好吃 。,1,0,0,0
1632_8, 中國 菜 跟 韓國 菜 比起來 ， 中國 菜 比 韓國 菜 有 一點 膩 ， 香料 的 味道 很 強 （ 韓國 的 泡菜 也 味道 很 強 ， 我 覺得 還 不 習慣 中國 菜 的 香料 ） ， 材料 種類 很多 。,1,1,1,1
1632_9, 再 台灣 菜 跟 韓國 菜 比起來 ， 台灣 菜 裡 比較 沒有 什麼 香料 ， 吃起來 沒有 感覺到 香料 的 味道 ， 所以 可以 說 比 中國 菜 像 韓國 菜 。,1,0,1,0
1632_10, 大部分 的 韓國 菜 很 辣 ， 有時候 太 辣 好好 想 流淚 ， 可是 我 沒 吃 過 跟 韓國 菜 一樣 很 辣 的 台灣 菜 。,1,1,1,0
1634_5, 可是 我 看起來 害怕 的 東西 從來 不 吃 。,0,0,1,1
1634_6, 我 的 父母 說 好吃 ， 還是 害怕 。,1,0,0,0
1634_9, 應該 大部分 的 人 喜歡 小籠包 吧 ！,1,0,0,1
1634_10, 我 愛 吃 著 菜 喝 普洱茶 。,0,0,1,0
1634_13, 我 也 覺得 。,1,0,0,0
1634_14, 而且 有 特別 的 口味 ， 我 有的 菜 還 不 習慣 。,0,0,1,1
1634_15, 臭豆腐 的 味道 也 不 習慣 也 沒 吃 過 。,1,0,1,0
1634_17, 台灣 的 菜 又 便宜 又 好吃 ， 所以 很多 從 外國 來 台灣 的 外國人 ， 比 以前 胖 一點 。,0,0,1,0
1634_20, 因為 不 太 油 。,1,0,0,0
1634_21, 還 有 喝 東西 也 很 好 。,1,0,0,0
1634_23, 這 個 飲料 日本 沒有 。,0,0,1,0
1634_24, 我 跟 同學 常常 喝 這 個 飲料 。,0,0,1,0
1634_25, 然後 台灣 的 炸雞 那麼 大 ， 我 第一 次 看到 的 時候 沒想到 那麼 大 。,0,0,1,0
1634_31, 所以 我 覺得 有趣 ！,1,0,0,0
1634_32, 我 覺得 中國 菜 厲害 。,1,0,0,0
1634_33, 因為 做 中國 菜 的 時候 沒有 丟 的 東西 ， 比如說 雞肉 什麼 地方 都 用 。,1,0,1,0
1634_34, 所以 中國人 厲害 也 聰明 。,0,0,1,0
1635_0, 人們 都 說 東方 國家 中 種類 最多 ， 味道 也好 的 就 是 中國 菜 。,1,0,0,0
1635_5, 在 我 的 國家 吃飯 中 不可以 拿 盤子 或 碗子 上來 ， 更 不行 站起來 拿 菜 來 。,0,0,1,0
1635_6, 可是 中國人 常常 拿 著 碗子 吃飯 ， 還 有 如果 自己 要 吃 的 東西 放 在 遠裡 就 馬上 站起來 拿 ！,0,0,1,0
1635_7, 怎麼 孔子 的 後代人 這麼 沒 禮貌 ？,0,0,1,0
1635_8, 所以 我 本來 不 喜歡 中國 菜 跟 他們 吃 的 習慣 。,0,0,1,0
1635_11, 還 有 他們 很 重視 家人 ， 所以 在 吃 年夜飯 或 大餐 時 大家 一起 坐 在 圓 的 桌子 裡 。,0,1,0,0
1635_12, 雖然 有時候 不 方便 站起 拿 遠裡 的 菜 來 ， 可是 坐 在 圓 的 桌子 裡 可以 看到 別人 吃 得 好不好 ， 他 喜歡 哪 道 菜 等 。,0,1,1,0
1635_13, 所以 不只 注意 自己 吃 ， 自然 關心 別人 。,1,0,0,0
1635_19, 所以 我 現在 包括 他們 吃 的 習慣 ， 喜歡 ， 吃 中國 菜 尤其 是 小籠包 。,1,1,0,0
1640_1, 你 應該 沒有 不能 吃 的 東西 ！,1,0,0,0
1640_2, 聽 朋友 們 的 話 ， 我 也 像 這樣 。,1,0,0,0
1640_3, 我 很 喜歡 吃飯 ， 尤其 是 我 很 愛 吃 中國 菜 ， 膩 跟 鹹 的 程度 跟 我 的 味道 很 適合 。,1,1,1,0
1640_4, 暑假 的 時候 ， 我 的 老師 帶 我 跟 我們 班 同學 們 都 一起 去 餐廳 吃 臭豆腐 。,0,1,0,0
1640_6, 似乎 酸酸 的 豆腐 之 一 。,0,1,0,0
1640_8, 中國 菜 跟 韓國 的 菜 吃起來 ， 兩 國 的 味道 差 很多 。,1,0,0,0
1640_10, 可是 跟 中國 菜 比起來 韓國 更 辣 。,0,0,1,0
1640_11, 雖然 中國 的 四川菜 很 辣 ， 可是 韓國 的 味道 跟 四川 的 辣 的 ， 味道 我 覺得 完全 不 一樣 。,0,1,0,1
1640_13, 可是 韓國 菜 一 口 吃 的 時候 已經 我 的 臉 上 流汗 。,0,0,1,0
1640_14, 韓國 菜 的 辣 得 很 重 。,1,0,1,0
1640_15, 我 覺得 韓國 菜 比較 辣 得 很 重 。,0,1,0,0
1642_0, 我 永遠 忘不了 第一 次 品嘗到 中國 菜 時 心 中 的 那 份 滿足感 ， 它 讓 我 的 味覺 有 了 全新 的 感受 ， 也 帶 我 走進 這 歷史 悠久 的 料理 傳奇 裡頭 。,0,0,1,0
1642_2, 日本 的 口味 大多 清淡 ， 但 中國 菜 卻 可以 做到 既 健康 味道 又 好 的 地步 ， 常常 看 廣告 說 吃 得 好 也 要 吃 得 健康 ， 我 感受到 就 是 如此 。,1,0,0,0
1643_0, 我 也 同意 跟 很多 人 說 的 就 是 中國 菜 的 味道 很 好 。,0,1,0,0
1643_1, 因為 我 也 很 喜歡 中國 菜 ， 本來 我 是 華僑 。,1,0,0,1
1643_2, 我 也 習慣 了 每 天 吃 中國 菜 ， 因為 ， 每 天 媽媽 做 的 菜 就 是 中國� 。,0,1,0,0
1643_4, 對 我 來說 中國 菜 對 身體 也 很 健康 。,0,1,0,0
1643_6, 我 吃 過 最 特別 的 中國 菜 。,0,1,0,0
1643_8, 我 喜歡 宮保 雞丁 因為 有 辣 的 感覺 也 有 花生 ， 我 也 喜歡 糖醋魚 ， 因為 有 酸酸 甜甜 的 口味 。,1,0,1,0
1643_11, 如果 跟 我 的 國家 比起來 ， 我 的 國家 吃 的 東西 有 很多 差別 。,1,0,0,0
1643_12, 因為 印尼 就 是 熱 的 地方 所以 印尼人 吃 的 東西 也 很 重 。,1,1,0,0
1643_15, 然後 也 從 做菜 的 方法 ， 如果 做 中國 菜 只有 炒 一 炒 ， 就 好 了 或是 材料 放 的 不 多 ， 可是 印尼 菜 跟 中國 菜 一點 不 一樣 。,1,0,1,0
1643_16, 印尼 做 的 菜 的 方法 不 容易 ， 做菜 也 用 特別 多 材料 。,0,1,0,0
1643_17, 所以 很多 人 如果 喜歡 重 口味 一定 很 喜歡 印尼 菜 。,1,0,0,0
1643_18, 也 是 如果 喜歡 淡 口味 的 人 比較 喜歡 中國 菜 。,1,1,0,0
1643_19, 可是 我 覺得 這 兩 種 菜 滿 好吃 的,1,0,0,0
1644_16, 但是 、 由於 中國 菜 的 味道 強 、 因此 、 吃完 以後 就 覺得 很 飽 、 不 想 吃 點心 。,0,0,1,0
1644_17, 總之 、 因為 中國 菜 有 這麼多 好處 、 所以 我 想 建議 大家 、 至少 一 個 禮拜 一 次 去 吃 中國 菜 吧 ！,0,0,0,1
2338_1, 附近 有 公車站 ， 從 我 家 走 著 三 分鐘 就 到 ， 上街 、 上學 時 非常 方便 。,0,1,0,0
2338_4, 我 本來 打算 找 房子 一 個 人 住免得 給 朋友 的 家庭 添 麻煩 。,0,0,1,0
2338_5, 可是 朋友 很 擔心 我 一 個 人 住 的 事 ， 所以 她 願意 把 她 家 的 一 間 房間 借給 我 。,0,1,0,0
2338_8, 可是 到 現在 我 喜歡上 現在 的 環境 ， 因為 到 哪裡 都 覺得 非常 方便 。,1,1,0,0
2340_2, 雖然 房租 很 貴 ， 我 不要 搬家 ， 我 的 房間 很 大 ， 也 有 客廳 ， 再 加上 房東 對 我 很 好 。,1,0,1,0
2340_3, 我 剛 到 台灣 的 時候 有 運氣 認識 一 個 要 搬家 的 外國人 。,1,1,0,0
2340_4, 他 說 他 的 房租 太 貴 ， 所以 他 找 便宜 的 房子 。,1,0,0,0
2340_5, 他 給 我 介紹 他 的 房東 ， 然後 我 跟 這 位 房東 租 房子 。,1,0,0,0
2340_8, 在 美國 交通 不 方便 ， 地鐵 從 我 家 很 遠 。,0,0,1,0
2341_0, 我 現在 住 的 房子 是 我 媽媽 的 ， 所以 我 從來 沒 找 過 房子 ， 房租 也 不必 付 。,0,0,0,1
2341_1, 我 的 房子 在 中山 捷運站 附近 ， 環境 、 交通 都 很 好 ， 房子 在 十一樓 ， 前面 有 大 公園 ， 走路 走到 一 分鐘 就 找到 所有 的 東西 ， 像 超級市場 、 公車站 、 銀行 那樣 的 。,1,1,0,0
2341_4, 因為 我們 日本 租 房子 的 話 ， 房租 、 押金 以外 ， 還 要 另外 一 個 保證金 ， 我們 說 禮金 ， 所以 一 次 要 四 個 月 的 房租 。,1,0,0,0
2341_6, 因為 這 個 是 我 的 理想 ， 我 覺得,0,1,0,0
2342_3, 對 我 來說 ， 這 地方 很 不錯 ， 環境 很 安靜 ， 適合 像 我 留學 的 人 愛 看書 的 。,1,0,1,0
2342_4, 吃 的 方面 非常 沒有 問題 ， 只 走 五 分鐘 就 可以 到 師大 夜市 ， 那 地方 賣 各 種 各 樣 吃 的 東西 ， 所以 想 吃 什麼 就 可以 吃 什麼 。,1,0,1,0
2342_5, 交通 嘛 ， 真的 很 方便 ， 從 我 地方 離 捷運 和 公共 車站 ， 五 分鐘 而已 走路 。,1,0,1,1
2342_6, 雖然 我 住 的 地方 離 學校 很 近 ， 可是 房租 對 台北 來 說 非常 便宜 。,0,0,1,0
2342_9, 可以 找到 這樣 的 房子 我 非常 得意 。,0,0,1,0
2342_11, 我 的 印尼 朋友 來 幫 我 找到 的 。,1,0,0,0
2342_12, 所以 到 現在 ， 我 還是 很 感謝 他 找到 給 我 很 棒 的 房子 。,0,0,0,1
2342_14, 如果 可以 的話 ， 我 理想 的 房子 是 像 我 在 台北 住 的 房子 。,1,0,0,0
